"","clm","veh_value","exposure","veh_body","veh_age","gender","area","agecat"
"20208",0,0.77,0.1697467488,"SEDAN",4,"F","C",3
"20209",0,2.37,0.4982888433,"MIBUS",3,"F","C",3
"20210",0,0.8,0.8076659822,"HBACK",3,"F","C",5
"20211",0,2.42,0.1861738535,"STNWG",3,"M","A",2
"20212",0,2.07,0.4106776181,"HDTOP",3,"M","A",2
"20213",0,1.61,0.4407939767,"STNWG",4,"F","D",2
"20214",0,1.68,0.8131416838,"UTE",4,"M","A",6
"20215",0,2.199,0.1861738535,"SEDAN",1,"M","B",5
"20216",0,1.63,0.9171800137,"STNWG",4,"M","F",5
"20217",0,2.4,0.1697467488,"STNWG",1,"M","B",4
"20218",1,1.85,0.7857631759,"HBACK",2,"M","B",5
"20219",0,0.92,0.1697467488,"HBACK",3,"F","D",4
"20220",0,1.38,0.4407939767,"HBACK",4,"F","B",2
"20221",1,1.67,0.5585215606,"HBACK",3,"F","C",1
"20222",0,3.14,0.4106776181,"STNWG",3,"F","B",3
"20223",0,3.11,0.1998631075,"STNWG",2,"F","C",3
"20224",0,1.29,0.4982888433,"HDTOP",4,"M","C",2
"20225",1,1.04,0.1697467488,"UTE",4,"M","B",3
"20226",0,3.72,0.1697467488,"STNWG",2,"F","B",3
"20227",0,4,0.9993155373,"STNWG",3,"F","C",3
"20228",0,0.93,0.1642710472,"SEDAN",3,"F","A",2
"20229",0,2.23,0.0657084189,"HDTOP",3,"F","C",2
"20230",0,2.04,0.4052019165,"HBACK",3,"M","B",1
"20231",0,1.64,0.5585215606,"UTE",3,"M","B",2
"20232",0,0.54,0.076659822,"HBACK",4,"F","C",6
"20233",0,0.77,0.076659822,"SEDAN",4,"F","B",5
"20234",0,0.96,0.076659822,"SEDAN",3,"M","A",6
"20235",0,0.26,0.076659822,"HBACK",4,"F","C",6
"20236",0,0.43,0.076659822,"HBACK",4,"F","C",6
"20237",0,4.05,0.9226557153,"STNWG",2,"M","D",5
"20238",0,0.76,0.076659822,"HBACK",3,"F","B",6
"20239",0,1.22,0.076659822,"STNWG",4,"F","C",5
"20240",0,1.3,0.2354551677,"HBACK",2,"F","F",5
"20241",0,1.4,0.076659822,"HBACK",2,"F","E",5
"20242",0,0.57,0.076659822,"SEDAN",4,"F","C",5
"20243",0,3.66,0.076659822,"STNWG",2,"M","C",4
"20244",0,1.4,0.076659822,"SEDAN",2,"F","A",5
"20245",0,0.72,0.3832991102,"HBACK",3,"M","B",2
"20246",0,0.79,0.076659822,"HBACK",3,"F","B",6
"20247",0,2.53,0.9226557153,"STNWG",1,"M","C",5
"20248",0,0.46,0.076659822,"HBACK",4,"F","A",6
"20249",0,0.46,0.076659822,"SEDAN",4,"F","D",6
"20250",0,0.72,0.8131416838,"HBACK",4,"M","A",2
"20251",0,0.43,0.076659822,"HBACK",4,"F","B",6
"20252",0,0.88,0.9226557153,"SEDAN",4,"F","B",5
"20253",0,2.69,0.076659822,"STNWG",2,"M","C",6
"20254",0,0.75,0.076659822,"SEDAN",4,"F","C",5
"20255",0,1.16,0.076659822,"SEDAN",3,"M","C",3
"20256",0,1.93,0.076659822,"HBACK",1,"F","A",5
"20257",0,0.44,0.076659822,"HBACK",4,"M","C",3
"20258",0,0.68,0.4106776181,"HBACK",3,"M","A",4
"20259",0,2.32,0.9226557153,"STNWG",3,"F","F",2
"20260",0,0.46,0.076659822,"SEDAN",4,"M","B",3
"20261",0,2.51,0.076659822,"COUPE",2,"F","A",5
"20262",0,0.37,0.076659822,"SEDAN",4,"F","B",6
"20263",0,2.62,0.772073922,"STNWG",3,"M","D",5
"20264",0,1.33,0.3504449008,"SEDAN",3,"F","C",5
"20265",0,0.42,0.1642710472,"STNWG",4,"M","C",5
"20266",0,0.93,0.8076659822,"SEDAN",3,"M","C",4
"20267",0,1,0.076659822,"SEDAN",3,"F","C",5
"20268",0,1.18,0.9226557153,"SEDAN",3,"F","B",4
"20269",0,3.94,0.0438056126,"UTE",1,"M","A",5
"20270",0,1.02,0.076659822,"SEDAN",3,"M","C",4
"20271",0,2.11,0.076659822,"UTE",2,"M","E",5
"20272",1,3.83,0.9226557153,"STNWG",2,"F","A",2
"20273",0,1.57,0.076659822,"SEDAN",2,"F","B",6
"20274",0,1.88,0.076659822,"STNWG",3,"F","A",3
"20275",0,4.149,0.5776865161,"STNWG",1,"F","E",1
"20276",0,1.7,0.076659822,"SEDAN",2,"F","B",6
"20277",0,1.6,0.076659822,"HBACK",2,"F","E",6
"20278",0,1.57,0.076659822,"HDTOP",4,"M","B",5
"20279",0,1.65,0.076659822,"STNWG",4,"F","A",6
"20280",0,0.77,0.076659822,"HBACK",3,"F","C",5
"20281",0,0.77,0.076659822,"HBACK",3,"F","A",5
"20282",0,0.99,0.6844626968,"SEDAN",4,"M","C",5
"20283",0,1.26,0.205338809,"SEDAN",3,"F","A",5
"20284",0,0.7,0.076659822,"SEDAN",4,"F","B",3
"20285",0,1.2,0.076659822,"SEDAN",3,"F","D",3
"20286",0,0.94,0.076659822,"SEDAN",4,"M","A",6
"20287",0,0.39,0.076659822,"HBACK",4,"F","C",4
"20288",0,1.18,0.0191649555,"STNWG",4,"M","B",3
"20289",0,1.72,0.076659822,"SEDAN",3,"F","B",5
"20290",0,1.58,0.076659822,"STNWG",3,"F","A",2
"20291",0,1.02,0.0848733744,"SEDAN",3,"F","C",3
"20292",0,2.85,0.076659822,"UTE",3,"M","E",4
"20293",0,1.43,0.076659822,"SEDAN",3,"F","E",3
"20294",0,0.77,0.076659822,"HBACK",3,"F","C",2
"20295",0,1.41,0.076659822,"SEDAN",3,"F","C",4
"20296",0,3.68,0.076659822,"STNWG",2,"M","A",2
"20297",0,0.98,0.4407939767,"UTE",4,"M","A",4
"20298",0,2.03,0.3969883641,"STNWG",3,"F","C",3
"20299",0,6.64,0.076659822,"STNWG",1,"M","A",1
"20300",0,2.2,0.5503080082,"STNWG",4,"M","A",5
"20301",0,2.11,0.6543463381,"SEDAN",1,"M","A",5
"20302",0,1.37,0.8268309377,"HBACK",1,"M","A",4
"20303",0,1.13,0.0930869268,"STNWG",3,"M","C",3
"20304",0,1.1,0.8268309377,"HBACK",3,"F","B",5
"20305",0,0.54,0.8268309377,"SEDAN",4,"F","A",6
"20306",0,1.79,0.4982888433,"SEDAN",2,"M","B",4
"20307",0,1.92,0.8268309377,"SEDAN",3,"M","A",6
"20308",0,1.85,0.8131416838,"SEDAN",2,"F","A",3
"20309",0,1.86,0.076659822,"SEDAN",1,"F","D",3
"20310",1,1.36,0.810403833,"HBACK",2,"F","B",4
"20311",0,3.83,0.1122518823,"STNWG",2,"M","A",5
"20312",0,0.87,0.076659822,"HBACK",3,"F","C",4
"20313",0,4.932,0.5366187543,"STNWG",1,"M","E",2
"20314",0,0.41,0.8268309377,"HBACK",4,"F","C",5
"20315",0,1.64,0.8268309377,"HBACK",2,"M","C",6
"20316",0,2.08,0.8268309377,"SEDAN",2,"F","C",3
"20317",0,3.13,0.0876112252,"STNWG",1,"M","B",4
"20318",0,0.55,0.0136892539,"HBACK",4,"F","C",1
"20319",0,2.36,0.5065023956,"HBACK",1,"M","B",6
"20320",0,1.45,0.1204654346,"STNWG",3,"F","B",6
"20321",0,1.28,0.1724845996,"STNWG",3,"F","C",1
"20322",0,1.03,0.9226557153,"UTE",4,"M","B",4
"20323",0,0.67,0.8268309377,"HBACK",4,"F","C",5
"20324",0,1.23,0.167008898,"HBACK",3,"F","C",6
"20325",1,1.2,0.8268309377,"UTE",4,"M","B",5
"20326",0,2.199,0.3778234086,"SEDAN",1,"F","C",3
"20327",0,0.91,0.8268309377,"UTE",4,"F","E",5
"20328",0,0.73,0.8268309377,"SEDAN",4,"M","B",5
"20329",0,0.36,0.8268309377,"SEDAN",4,"M","B",6
"20330",0,0.96,0.8268309377,"UTE",4,"F","F",3
"20331",0,0.84,0.8268309377,"HBACK",4,"F","B",3
"20332",0,1.26,0.8268309377,"HDTOP",4,"M","D",4
"20333",0,1.55,0.5831622177,"HBACK",2,"M","C",1
"20334",0,1.29,0.1724845996,"SEDAN",3,"M","C",6
"20335",0,1.73,0.0629705681,"HBACK",1,"M","B",5
"20336",0,3.77,0.0355920602,"UTE",1,"F","E",3
"20337",0,0.53,0.8268309377,"SEDAN",4,"M","A",6
"20338",0,1.36,0.6132785763,"STNWG",4,"F","A",2
"20339",0,1.07,0.8268309377,"SEDAN",3,"F","A",4
"20340",0,0.43,0.501026694,"PANVN",4,"F","C",3
"20341",0,1.69,0.0027378508,"HBACK",1,"F","C",2
"20342",0,0.95,0.8268309377,"SEDAN",4,"F","C",5
"20343",0,0.95,0.8268309377,"SEDAN",4,"M","A",6
"20344",0,0.46,0.9993155373,"PANVN",4,"M","F",5
"20345",0,3.59,0.1724845996,"STNWG",2,"M","C",4
"20346",0,1.15,0.4955509925,"SEDAN",3,"F","B",3
"20347",0,2.3,0.1861738535,"UTE",1,"F","C",4
"20348",0,1.27,0.1724845996,"UTE",3,"M","C",3
"20349",0,1.07,0.8268309377,"SEDAN",3,"M","C",5
"20350",0,1.36,0.8268309377,"STNWG",4,"M","C",4
"20351",0,2.34,0.1451060917,"STNWG",2,"F","C",5
"20352",0,2.23,0.8268309377,"STNWG",3,"M","E",4
"20353",0,1.15,0.8268309377,"SEDAN",3,"F","C",3
"20354",0,1.14,0.8268309377,"HBACK",3,"F","A",5
"20355",1,2.05,0.8268309377,"STNWG",3,"F","F",4
"20356",0,2.54,0.605065024,"SEDAN",1,"F","A",6
"20357",0,3.52,0.1724845996,"STNWG",3,"M","B",4
"20358",0,1.62,0.4982888433,"SEDAN",2,"M","C",3
"20359",0,0.66,0.1724845996,"SEDAN",4,"M","A",3
"20360",0,2.23,0.1724845996,"SEDAN",1,"F","A",2
"20361",0,1.48,0.8268309377,"SEDAN",3,"F","A",3
"20362",0,1.43,0.8268309377,"TRUCK",3,"M","E",3
"20363",0,1.52,0.1724845996,"UTE",4,"M","E",3
"20364",0,2.01,0.7994524298,"HBACK",1,"F","A",4
"20365",0,1.95,0.3969883641,"STNWG",4,"F","D",3
"20366",0,1.35,0.8268309377,"SEDAN",3,"F","B",6
"20367",0,0.51,0.8268309377,"HBACK",4,"F","A",5
"20368",0,1.05,0.1943874059,"COUPE",3,"F","C",2
"20369",0,1.46,0.1724845996,"HBACK",3,"F","C",4
"20370",0,0.47,0.1724845996,"PANVN",4,"M","B",4
"20371",0,3.43,0.8268309377,"STNWG",3,"F","C",6
"20372",0,1.47,0.8268309377,"SEDAN",3,"M","B",6
"20373",0,1.69,0.8268309377,"HBACK",3,"F","A",2
"20374",0,3.79,0.8268309377,"HDTOP",2,"F","E",2
"20375",0,1.31,0.8268309377,"SEDAN",3,"F","E",4
"20376",0,1.44,0.9993155373,"UTE",4,"M","D",3
"20377",0,2.94,0.8268309377,"STNWG",3,"F","A",4
"20378",0,0.87,0.7282683094,"HBACK",3,"M","C",1
"20379",0,2.94,0.462696783,"STNWG",2,"M","C",3
"20380",0,1.35,0.8268309377,"SEDAN",3,"F","C",6
"20381",0,1.03,0.1204654346,"SEDAN",3,"M","B",4
"20382",0,0.93,0.8268309377,"HBACK",3,"F","C",4
"20383",0,1.68,0.8268309377,"HBACK",3,"F","B",3
"20384",0,1.87,0.1724845996,"HBACK",3,"F","C",4
"20385",0,3.3,0.3175906913,"STNWG",2,"F","A",3
"20386",0,1.14,0.8268309377,"HBACK",3,"M","B",3
"20387",0,1.67,0.2272416153,"HDTOP",4,"M","B",2
"20388",0,0.72,0.7227926078,"SEDAN",4,"F","E",6
"20389",0,1.79,0.8268309377,"STNWG",4,"F","D",4
"20390",0,0.89,0.219028063,"HBACK",3,"F","D",2
"20391",0,2.26,0.4982888433,"STNWG",2,"M","C",5
"20392",0,1.07,0.8268309377,"HBACK",3,"F","C",4
"20393",0,0.72,0.3011635866,"STNWG",4,"F","C",1
"20394",0,1.93,0.7091033539,"SEDAN",2,"F","F",4
"20395",1,3.05,0.167008898,"STNWG",1,"F","C",4
"20396",0,3.23,0.8131416838,"STNWG",3,"M","C",1
"20397",0,1.07,0.7939767283,"SEDAN",3,"M","C",3
"20398",0,1.37,0.167008898,"SEDAN",3,"F","B",3
"20399",0,1.13,0.0082135524,"HBACK",2,"F","B",1
"20400",1,1.17,0.8131416838,"STNWG",4,"F","C",2
"20401",0,4.73,0.8350444901,"STNWG",1,"M","D",3
"20402",0,1.58,0.1204654346,"SEDAN",2,"F","A",4
"20403",0,1.83,0.1615331964,"SEDAN",1,"F","D",3
"20404",0,1.74,0.501026694,"SEDAN",2,"F","E",4
"20405",0,1.52,0.167008898,"SEDAN",2,"M","A",2
"20406",0,1.75,0.4982888433,"SEDAN",3,"M","A",4
"20407",0,3.12,0.4982888433,"TRUCK",3,"M","D",4
"20408",0,1.45,0.772073922,"TRUCK",4,"M","D",2
"20409",0,1.59,0.8268309377,"SEDAN",2,"F","C",2
"20410",0,1.73,0.501026694,"SEDAN",2,"F","C",2
"20411",0,2.91,0.1177275838,"STNWG",1,"M","B",2
"20412",0,2.39,0.8268309377,"STNWG",3,"F","C",2
"20413",0,0.7,0.1861738535,"HBACK",3,"F","C",2
"20414",1,2.31,0.2272416153,"STNWG",2,"F","E",4
"20415",0,1.36,0.501026694,"UTE",4,"M","D",3
"20416",0,1.45,0.1149897331,"HBACK",2,"F","A",1
"20417",0,2.88,0.5037645448,"STNWG",3,"F","F",2
"20418",0,1.03,0.5667351129,"HBACK",2,"F","E",3
"20419",0,1.15,0.5831622177,"SEDAN",3,"M","C",4
"20420",0,1.52,0.5475701574,"HBACK",2,"F","A",3
"20421",0,0.4,0.5667351129,"SEDAN",4,"M","C",3
"20422",0,2.35,0.1861738535,"STNWG",3,"F","C",2
"20423",0,2.54,0.1943874059,"HDTOP",2,"F","A",2
"20424",0,1.53,0.0684462697,"HBACK",1,"M","B",5
"20425",0,1.7,0.5667351129,"SEDAN",2,"M","A",2
"20426",0,1.51,0.7912388775,"MIBUS",4,"M","C",4
"20427",0,1.77,0.5667351129,"SEDAN",2,"F","A",5
"20428",0,1.46,0.4982888433,"SEDAN",2,"M","B",4
"20429",0,3.59,0.501026694,"STNWG",2,"M","E",3
"20430",0,0.76,0.8131416838,"SEDAN",4,"F","C",3
"20431",0,2.35,0.8788501027,"HBACK",1,"M","A",2
"20432",1,1.29,0.4106776181,"SEDAN",3,"F","C",6
"20433",0,1.52,0.1697467488,"SEDAN",2,"F","B",4
"20434",0,1.65,0.8268309377,"SEDAN",2,"M","A",2
"20435",0,4.09,0.8131416838,"STNWG",2,"M","A",6
"20436",0,0.97,0.4982888433,"SEDAN",3,"F","C",5
"20437",0,1.29,0.4982888433,"UTE",2,"M","B",2
"20438",0,0.96,0.8131416838,"HBACK",3,"F","B",6
"20439",0,1.65,0.4106776181,"SEDAN",3,"F","A",4
"20440",0,1.5,0.4982888433,"PANVN",3,"M","B",4
"20441",0,0.82,0.4982888433,"SEDAN",3,"F","B",3
"20442",0,3.59,0.8268309377,"STNWG",2,"M","F",3
"20443",0,2.9,0.1177275838,"TRUCK",2,"M","E",1
"20444",0,4.32,0.4106776181,"TRUCK",1,"M","E",1
"20445",0,3.53,0.4982888433,"UTE",2,"F","E",4
"20446",0,1.01,0.8815879534,"SEDAN",3,"M","A",3
"20447",0,0.8,0.3422313484,"HBACK",4,"F","C",2
"20448",0,6.3,0.810403833,"SEDAN",1,"M","B",4
"20449",0,2.06,0.4106776181,"SEDAN",1,"F","B",4
"20450",0,3.649,0.1998631075,"STNWG",1,"F","A",2
"20451",0,0.31,0.4106776181,"SEDAN",4,"F","C",5
"20452",0,0.69,0.4106776181,"HBACK",3,"F","B",3
"20453",0,3.45,0.772073922,"STNWG",2,"F","C",2
"20454",0,1.01,0.8788501027,"SEDAN",3,"M","C",3
"20455",0,1.44,0.424366872,"SEDAN",3,"F","C",2
"20456",0,2,0.4106776181,"HBACK",1,"F","C",4
"20457",0,0.65,0.4052019165,"COUPE",4,"F","C",5
"20458",0,0.72,0.5667351129,"HBACK",4,"F","A",2
"20459",0,0.96,0.3394934976,"UTE",3,"M","D",6
"20460",0,0.89,0.6598220397,"SEDAN",4,"M","A",3
"20461",0,0.73,0.6598220397,"STNWG",4,"M","C",4
"20462",0,3.22,0.3394934976,"STNWG",2,"M","C",5
"20463",1,2.13,0.8131416838,"STNWG",2,"F","A",1
"20464",0,0.18,0.3394934976,"HBACK",4,"M","E",6
"20465",0,1.36,0.1204654346,"HBACK",1,"M","A",4
"20466",0,1.98,0.3394934976,"SEDAN",2,"M","C",6
"20467",1,3.97,0.6598220397,"STNWG",2,"M","C",5
"20468",0,3.46,0.0219028063,"UTE",1,"F","D",3
"20469",0,1.38,0.4928131417,"SEDAN",3,"F","C",2
"20470",0,0.35,0.8788501027,"STNWG",4,"M","B",5
"20471",0,1.03,0.3394934976,"HBACK",3,"M","B",6
"20472",0,3.15,0.0821355236,"UTE",2,"M","A",2
"20473",0,1.16,0.9993155373,"STNWG",4,"F","C",4
"20474",0,1.37,0.5311430527,"HBACK",1,"F","D",5
"20475",0,2.4,0.3449691992,"TRUCK",3,"M","F",5
"20476",0,1.12,0.3394934976,"HBACK",3,"F","A",4
"20477",0,1.41,0.9993155373,"SEDAN",2,"F","C",6
"20478",0,4.19,0.6598220397,"STNWG",2,"M","A",5
"20479",1,0.79,0.4982888433,"HBACK",3,"F","C",3
"20480",0,0.75,0.3394934976,"HBACK",3,"M","B",6
"20481",1,13.9,0.2299794661,"SEDAN",2,"F","C",5
"20482",0,2.88,0.1724845996,"HDTOP",3,"F","F",3
"20483",0,1.86,0.1149897331,"UTE",1,"M","C",2
"20484",0,1.74,0.0027378508,"UTE",3,"M","B",2
"20485",0,0.5,0.3449691992,"UTE",4,"M","A",3
"20486",0,0.53,0.3394934976,"SEDAN",4,"M","A",4
"20487",0,3.38,0.3915126626,"STNWG",2,"M","A",6
"20488",0,2.17,0.3394934976,"STNWG",2,"F","B",5
"20489",0,1.86,0.3394934976,"SEDAN",3,"M","A",5
"20490",0,1.29,0.6598220397,"HBACK",3,"F","D",4
"20491",0,0.47,0.6598220397,"STNWG",4,"M","A",6
"20492",0,1.29,0.501026694,"HBACK",2,"M","E",3
"20493",0,2.199,0.6187542779,"SEDAN",1,"M","F",1
"20494",0,1.04,0.3394934976,"SEDAN",3,"F","C",5
"20495",0,2.76,0.8131416838,"HBACK",1,"M","B",2
"20496",0,2.86,0.1013004791,"HBACK",2,"M","D",4
"20497",0,1.05,0.3394934976,"SEDAN",3,"F","A",3
"20498",0,1.61,0.3394934976,"SEDAN",3,"M","A",5
"20499",0,0.3,0.3394934976,"SEDAN",4,"M","A",3
"20500",0,4.56,0.3394934976,"STNWG",1,"F","B",5
"20501",0,1.25,0.8076659822,"STNWG",3,"M","C",2
"20502",0,1.33,0.052019165,"SEDAN",3,"F","A",3
"20503",0,2.92,0.8131416838,"UTE",3,"M","E",3
"20504",0,0.71,0.3394934976,"SEDAN",4,"M","A",3
"20505",1,1.31,0.8131416838,"HBACK",1,"M","A",3
"20506",1,0.91,0.34770705,"HBACK",4,"F","C",5
"20507",0,1.74,0.1861738535,"HBACK",2,"F","C",3
"20508",0,1.53,0.3394934976,"HBACK",3,"M","A",4
"20509",0,0.35,0.7173169062,"SEDAN",4,"M","B",2
"20510",0,2.59,0.4982888433,"STNWG",2,"M","E",3
"20511",0,2.55,0.2409308693,"MIBUS",3,"F","A",3
"20512",0,0.87,0.1889117043,"UTE",4,"M","B",4
"20513",0,0.83,0.6598220397,"UTE",4,"F","D",5
"20514",0,1.76,0.3887748118,"SEDAN",2,"M","C",3
"20515",0,1.37,0.3394934976,"HBACK",1,"F","C",4
"20516",0,1.16,0.5338809035,"HBACK",2,"M","C",5
"20517",0,1.26,0.9993155373,"HBACK",2,"F","A",6
"20518",0,0.77,0.900752909,"HBACK",3,"M","E",4
"20519",0,2.93,0.6598220397,"STNWG",3,"F","A",2
"20520",0,1.9,0.3394934976,"COUPE",4,"M","C",4
"20521",0,1.6,0.2792607803,"UTE",3,"F","B",2
"20522",0,2.89,0.6598220397,"PANVN",2,"M","C",5
"20523",0,0.89,0.3394934976,"HBACK",3,"F","D",4
"20524",0,1.07,0.3832991102,"HBACK",3,"F","A",3
"20525",0,1.12,0.1451060917,"HBACK",2,"M","C",5
"20526",0,1.03,0.3394934976,"HBACK",3,"F","C",2
"20527",0,1.99,0.3394934976,"STNWG",4,"F","C",3
"20528",0,2.53,0.3394934976,"STNWG",2,"M","C",2
"20529",0,0.75,0.6598220397,"HBACK",3,"F","B",3
"20530",0,1.39,0.3394934976,"HBACK",3,"F","B",4
"20531",0,1.41,0.3394934976,"UTE",4,"M","A",6
"20532",0,1.51,0.8158795346,"HBACK",3,"F","B",4
"20533",0,4.9,0.3394934976,"COUPE",1,"M","C",4
"20534",1,2.099,0.5612594114,"HBACK",1,"F","A",3
"20535",0,2.73,0.501026694,"STNWG",2,"F","F",1
"20536",1,1.09,0.5667351129,"SEDAN",3,"F","E",2
"20537",0,1.44,0.3285420945,"HBACK",1,"M","B",3
"20538",0,1.31,0.810403833,"HBACK",1,"F","C",5
"20539",0,1.49,0.4982888433,"SEDAN",2,"M","D",3
"20540",1,0.9,0.9171800137,"SEDAN",3,"M","C",6
"20541",0,2.15,0.2245037645,"STNWG",3,"M","F",3
"20542",0,1.46,0.810403833,"HBACK",1,"F","E",2
"20543",0,2,0.4079397673,"HBACK",1,"F","C",3
"20544",0,1.6,0.1724845996,"COUPE",4,"F","A",2
"20545",0,1.06,0.8131416838,"STNWG",3,"M","B",4
"20546",0,1.13,0.4407939767,"SEDAN",3,"F","B",1
"20547",0,1.33,0.9993155373,"STNWG",4,"M","C",2
"20548",1,1.53,0.4407939767,"UTE",2,"M","B",5
"20549",0,2.78,0.4052019165,"UTE",3,"M","A",1
"20550",1,5.98,0.4982888433,"STNWG",1,"F","A",3
"20551",0,3.27,0.8131416838,"UTE",1,"M","A",3
"20552",0,1.71,0.5092402464,"HBACK",2,"F","A",1
"20553",0,1.41,0.5941136208,"SEDAN",3,"F","D",3
"20554",0,2.17,0.4982888433,"STNWG",3,"F","C",4
"20555",0,1.21,0.4709103354,"HBACK",2,"F","C",4
"20556",0,3.95,0.4298425736,"UTE",1,"M","C",4
"20557",0,2.89,0.2491444216,"STNWG",1,"M","C",4
"20558",0,1.19,0.2217659138,"HBACK",2,"M","C",6
"20559",0,1.95,0.1724845996,"COUPE",4,"M","D",3
"20560",0,3.61,0.1067761807,"STNWG",2,"F","D",2
"20561",0,0.73,0.9144421629,"SEDAN",4,"F","B",1
"20562",1,1.52,0.8843258042,"SEDAN",3,"F","C",4
"20563",0,1.36,0.6078028747,"HBACK",2,"M","C",4
"20564",0,1.57,0.8131416838,"SEDAN",2,"F","C",2
"20565",0,2.2,0.2409308693,"SEDAN",3,"F","D",4
"20566",0,5.27,0.4325804244,"STNWG",2,"F","C",4
"20567",0,3.06,0.4106776181,"TRUCK",3,"M","F",2
"20568",0,1.7,0.5941136208,"STNWG",4,"M","A",5
"20569",0,2.39,0.6762491444,"STNWG",4,"M","F",4
"20570",0,1.89,0.7392197125,"STNWG",4,"M","D",4
"20571",0,1.31,0.8131416838,"HBACK",1,"M","B",2
"20572",0,1.42,0.4407939767,"HBACK",1,"F","B",4
"20573",0,5.98,0.4928131417,"STNWG",1,"F","A",4
"20574",0,0.6,0.9993155373,"PANVN",4,"M","F",3
"20575",1,1.58,0.5585215606,"SEDAN",3,"F","A",5
"20576",0,2.16,0.4079397673,"SEDAN",2,"M","A",2
"20577",0,2.39,0.5667351129,"SEDAN",1,"F","D",6
"20578",0,1.48,0.0821355236,"STNWG",4,"M","B",1
"20579",0,1.66,0.1259411362,"HBACK",2,"F","C",4
"20580",0,3.18,0.4079397673,"UTE",2,"M","D",1
"20581",0,1.85,0.3586584531,"SEDAN",2,"F","C",4
"20582",0,3.85,0.1861738535,"STNWG",2,"M","A",3
"20583",0,0.86,0.4955509925,"HBACK",3,"F","B",1
"20584",0,0.61,0.4106776181,"SEDAN",4,"M","A",5
"20585",0,1.85,0.1314168378,"STNWG",3,"M","A",5
"20586",0,1.22,0.4654346338,"HBACK",3,"F","B",1
"20587",0,1.38,0.3805612594,"STNWG",4,"F","D",4
"20588",0,2.4,0.8815879535,"STNWG",3,"M","B",4
"20589",0,1.84,0.5941136208,"HBACK",2,"F","B",4
"20590",0,2.25,0.5037645448,"UTE",3,"F","B",3
"20591",0,0.48,0.9171800137,"HBACK",4,"M","B",5
"20592",0,1.56,0.5667351129,"HBACK",2,"M","E",6
"20593",0,1.71,0.5037645448,"HBACK",2,"F","A",4
"20594",0,4.71,0.5886379192,"STNWG",1,"M","C",5
"20595",0,1.19,0.1423682409,"SEDAN",3,"M","B",5
"20596",0,1.07,0.8268309377,"SEDAN",3,"F","E",1
"20597",1,1.07,0.810403833,"SEDAN",3,"F","C",1
"20598",0,0.5,0.0164271047,"COUPE",4,"M","A",1
"20599",0,3.39,0.7857631759,"STNWG",2,"F","F",2
"20600",0,4.14,0.4407939767,"STNWG",2,"M","E",3
"20601",0,0.46,0.5585215606,"TRUCK",4,"M","C",6
"20602",0,1.91,0.8268309377,"UTE",3,"M","D",2
"20603",0,1.42,0.167008898,"HBACK",1,"F","D",4
"20604",0,1.85,0.8268309377,"SEDAN",2,"F","C",4
"20605",0,0.67,0.4407939767,"SEDAN",4,"M","A",2
"20606",0,2.01,0.4106776181,"UTE",3,"M","E",2
"20607",0,0.22,0.8323066393,"HBACK",4,"M","C",2
"20608",0,2.65,0.4599589322,"STNWG",3,"M","A",2
"20609",0,0.99,0.4106776181,"HBACK",2,"F","F",2
"20610",0,3.18,0.2245037645,"UTE",2,"M","C",3
"20611",0,1.53,0.167008898,"SEDAN",2,"F","A",3
"20612",0,1.59,0.5037645448,"SEDAN",3,"M","C",2
"20613",0,2.01,0.5037645448,"SEDAN",1,"M","A",5
"20614",0,4.36,0.4407939767,"STNWG",1,"F","C",1
"20615",0,1.13,0.167008898,"HBACK",2,"F","C",4
"20616",0,3.06,0.1177275838,"STNWG",3,"M","C",2
"20617",0,1.62,0.8268309377,"UTE",3,"F","C",2
"20618",0,2.99,0.4873374401,"STNWG",3,"F","C",2
"20619",0,1.57,0.8268309377,"STNWG",4,"M","A",5
"20620",0,2.33,0.4106776181,"TRUCK",3,"M","D",2
"20621",0,3.849,0.4106776181,"STNWG",1,"F","B",3
"20622",0,2.37,0.1724845996,"STNWG",2,"F","F",3
"20623",0,0.23,0.4407939767,"HBACK",4,"F","C",3
"20624",0,0.73,0.1943874059,"SEDAN",4,"M","B",3
"20625",0,1.559,0.5585215606,"HBACK",1,"M","C",1
"20626",1,1.99,0.2026009582,"HBACK",1,"F","D",3
"20627",0,1.45,0.4325804244,"SEDAN",3,"M","A",4
"20628",0,3.53,0.3832991102,"STNWG",2,"F","C",2
"20629",0,0.77,0.167008898,"SEDAN",4,"F","B",3
"20630",0,5.03,0.7775496235,"STNWG",3,"F","A",4
"20631",0,1.08,0.4955509925,"SEDAN",3,"F","B",3
"20632",0,2.07,0.4106776181,"UTE",3,"M","F",1
"20633",0,2.38,0.1724845996,"SEDAN",1,"F","C",2
"20634",0,1.25,0.4106776181,"COUPE",3,"F","C",4
"20635",0,2.95,0.1724845996,"STNWG",3,"F","B",2
"20636",0,0.86,0.295687885,"SEDAN",4,"M","C",3
"20637",0,1.51,0.848733744,"HBACK",3,"F","C",2
"20638",0,1.02,0.4106776181,"SEDAN",3,"F","D",5
"20639",0,1.06,0.9171800137,"STNWG",3,"M","A",4
"20640",0,2,0.4407939767,"HBACK",3,"F","A",4
"20641",0,2.88,0.4325804244,"STNWG",1,"F","A",2
"20642",0,1.95,0.0301163587,"UTE",3,"F","E",4
