clm,exposure,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value
0,0.470910335,0,0,STNWG,1,M,C,2,3.19
0,0.470910335,0,0,SEDAN,3,M,A,6,0.97
0,0.681724846,0,0,STNWG,4,M,A,5,2.24
0,0.528405202,0,0,STNWG,4,M,E,5,1.04
0,0.528405202,0,0,STNWG,4,M,C,5,1.01
0,0.468172485,0,0,SEDAN,4,F,C,6,1.23
1,0.681724846,1,200,STNWG,1,F,A,3,3.09
0,0.468172485,0,0,STNWG,3,F,B,3,1.01
0,0.468172485,0,0,STNWG,4,F,C,1,1.93
0,0.169746749,0,0,SEDAN,4,M,B,5,0.35
1,0.465434634,1,450,STNWG,4,F,E,1,1.79
0,0.470910335,0,0,STNWG,4,F,D,3,1.4
0,0.386036961,0,0,HBACK,1,M,A,4,1.83
0,0.681724846,0,0,STNWG,4,F,A,6,0.71
0,0.468172485,0,0,SEDAN,4,F,A,4,1.16
0,0.531143053,0,0,SEDAN,4,F,B,4,0.92
0,0.213552361,0,0,HBACK,2,M,D,2,1.71
0,0.681724846,0,0,HBACK,2,F,C,1,1.43
0,0.465434634,0,0,STNWG,3,M,A,4,2.2
0,0.533880904,0,0,HBACK,3,F,C,6,1
0,0.465434634,0,0,SEDAN,3,F,D,5,1.37
0,0.049281314,0,0,STNWG,2,F,E,3,4.03
0,0.936344969,0,0,STNWG,4,F,C,1,1.77
0,0.468172485,0,0,STNWG,2,F,C,5,2.38
0,0.468172485,0,0,SEDAN,4,F,B,5,0.96
0,0.468172485,0,0,UTE,4,M,C,6,1.48
0,0.468172485,0,0,SEDAN,4,F,E,4,0.75
0,0.465434634,0,0,SEDAN,4,M,C,4,0.71
0,0.681724846,0,0,SEDAN,4,F,D,4,0.41
0,0.465434634,0,0,SEDAN,4,M,C,6,0.77
0,0.465434634,0,0,UTE,3,M,D,5,1.37
0,0.465434634,0,0,SEDAN,4,M,C,6,0.73
0,0.465434634,0,0,SEDAN,4,F,A,3,0.55
0,0.533880904,0,0,MIBUS,4,M,B,2,2.03
0,0.681724846,0,0,SEDAN,1,M,E,5,2.55
0,0.470910335,0,0,HBACK,1,F,C,3,2.04
0,0.470910335,0,0,HBACK,4,F,A,5,0.76
0,0.533880904,0,0,HBACK,2,F,B,3,1.98
0,0.531143053,0,0,SEDAN,3,M,B,4,1.02
0,0.468172485,0,0,SEDAN,2,M,A,3,1.87
0,0.060232717,0,0,SEDAN,1,F,B,4,2.17
0,0.090349076,0,0,HBACK,3,M,A,6,0.71
0,0.528405202,0,0,HBACK,2,F,A,6,1.58
0,0.566735113,0,0,STNWG,1,F,D,4,4.67
0,0.528405202,0,0,HBACK,3,F,E,3,0.94
0,0.470910335,0,0,SEDAN,4,F,E,5,1.07
1,0.090349076,1,1584.969997,SEDAN,2,M,A,2,1.96
0,0.470910335,0,0,SEDAN,4,F,A,6,0.55
0,0.528405202,0,0,HBACK,1,F,B,3,1.549
0,0.470910335,0,0,SEDAN,3,F,C,6,1.06
0,0.038329911,0,0,SEDAN,1,F,F,4,1.67
0,0.722792608,0,0,STNWG,2,F,E,3,4.27
0,0.10403833,0,0,HDTOP,2,M,C,4,2.73
0,0.03559206,0,0,SEDAN,2,F,D,3,1.74
0,0.465434634,0,0,HBACK,3,F,A,6,1.01
0,0.528405202,0,0,HBACK,4,F,A,3,1
0,0.465434634,0,0,SEDAN,4,F,A,6,0.82
0,0.533880904,0,0,STNWG,4,M,C,3,1.27
0,0.533880904,0,0,STNWG,3,M,F,3,2.18
0,0.465434634,0,0,SEDAN,4,F,C,5,0.39
0,0.465434634,0,0,TRUCK,4,F,D,6,0.49
0,0.698151951,0,0,SEDAN,2,F,B,5,1.37
0,0.331279945,0,0,SEDAN,4,F,C,2,0.45
0,0.465434634,0,0,STNWG,4,M,C,4,1.89
0,0.295687885,0,0,HBACK,1,M,C,2,1.83
0,0.468172485,0,0,STNWG,4,M,E,4,1.35
0,0.076659822,0,0,SEDAN,3,M,B,3,1.33
0,0.470910335,0,0,SEDAN,2,F,D,4,1.66
0,0.533880904,0,0,SEDAN,2,F,B,5,2.28
0,0.468172485,0,0,SEDAN,1,M,C,4,1.6
0,0.465434634,0,0,HBACK,2,F,A,4,1.16
0,0.465434634,0,0,HBACK,4,F,B,4,0.41
0,0.681724846,0,0,STNWG,4,M,C,3,1.19
0,0.295687885,0,0,STNWG,4,F,A,4,1.32
0,0.303901437,0,0,HBACK,4,F,B,5,0.43
0,0.468172485,0,0,STNWG,3,M,C,4,2.17
0,0.038329911,0,0,STNWG,2,M,D,2,3.68
0,0.465434634,0,0,SEDAN,4,M,C,6,1.07
0,0.533880904,0,0,STNWG,3,F,A,2,2.3
0,0.470910335,0,0,STNWG,1,F,A,5,5.7
0,0.662559891,0,0,STNWG,3,F,B,4,3.06
0,0.470910335,0,0,HBACK,3,F,E,4,1.13
0,0.454483231,0,0,UTE,4,M,C,3,0.87
0,0.908966461,0,0,STNWG,4,M,A,2,0.83
0,0.34770705,0,0,MIBUS,4,F,B,3,1.23
0,0.301163587,0,0,STNWG,4,M,A,2,1.5
0,0.470910335,0,0,SEDAN,3,F,C,3,1.04
0,0.6954141,0,0,STNWG,3,F,A,3,1.33
1,0.470910335,1,467.8499994,SEDAN,2,M,B,4,1.57
0,0.470910335,0,0,SEDAN,4,F,F,4,0.35
0,0.470910335,0,0,SEDAN,3,M,B,4,1.76
0,0.528405202,0,0,HBACK,3,F,C,4,0.85
0,0.303901437,0,0,STNWG,2,F,B,4,2.73
0,0.678986995,0,0,HBACK,2,F,B,2,1.47
0,0.292950034,0,0,HDTOP,3,M,A,3,1.4
0,0.249144422,0,0,SEDAN,2,F,E,3,1.66
0,0.06844627,0,0,STNWG,3,M,E,2,2.31
0,0.468172485,0,0,HDTOP,4,M,A,3,1.91
0,0.531143053,0,0,SEDAN,4,F,B,2,0.71
0,0.468172485,0,0,SEDAN,4,F,C,4,0.51
0,0.010951403,0,0,HBACK,3,F,A,2,1.35
0,0.468172485,0,0,HBACK,3,F,B,5,0.9
0,0.468172485,0,0,HBACK,3,F,A,1,1.56
0,0.465434634,0,0,HBACK,2,F,B,4,1.15
1,0.158795346,1,442.27,SEDAN,1,M,D,5,2.09
0,0.462696783,0,0,STNWG,3,M,E,1,3.39
0,0.251882272,0,0,SEDAN,2,F,A,3,1.67
0,0.681724846,0,0,SEDAN,1,F,F,3,2.2
0,0.292950034,0,0,SEDAN,3,F,A,3,0.82
0,0.681724846,0,0,STNWG,3,M,B,3,4
0,0.465434634,0,0,STNWG,1,F,C,3,2.99
0,0.533880904,0,0,HBACK,3,F,C,5,0.72
0,0.465434634,0,0,STNWG,4,M,B,2,1.92
1,0.840520192,1,200,HBACK,3,F,A,4,1.1
0,0.681724846,0,0,STNWG,1,M,B,4,3.28
0,0.090349076,0,0,UTE,3,M,C,2,1.34
0,0.470910335,0,0,STNWG,4,F,C,3,0.41
0,0.082135524,0,0,HBACK,2,M,A,1,1.53
0,0.358658453,0,0,SEDAN,2,F,B,1,2.03
0,0.468172485,0,0,HBACK,4,F,C,5,0.46
0,0.698151951,0,0,HBACK,1,F,C,6,1.52
0,0.465434634,0,0,SEDAN,3,F,C,2,1.62
0,0.673511294,0,0,UTE,4,M,D,1,1.5
0,0.470910335,0,0,SEDAN,3,F,B,2,1.06
0,0.062970568,0,0,STNWG,3,M,E,5,0.98
0,0.468172485,0,0,HDTOP,2,M,D,4,3.52
0,0.470910335,0,0,HBACK,1,F,C,6,2.12
1,0.407939767,1,8178.349976,HBACK,4,F,C,4,0.76
0,0.470910335,0,0,STNWG,4,M,E,3,1.92
0,0.465434634,0,0,HDTOP,3,F,F,2,1.99
0,0.470910335,0,0,HBACK,3,M,A,3,1.01
1,0.525667351,1,200,SEDAN,3,F,A,2,1
0,0.021902806,0,0,HBACK,2,F,B,4,1.61
0,0.465434634,0,0,HBACK,2,F,B,6,1.45
0,0.569472964,0,0,HBACK,3,F,A,2,0.77
0,0.468172485,0,0,SEDAN,3,F,D,5,0.78
0,0.331279945,0,0,SEDAN,4,F,A,2,0.79
0,0.470910335,0,0,HBACK,2,F,C,1,1.01
0,0.470910335,0,0,STNWG,3,F,A,2,1.66
0,0.470910335,0,0,STNWG,3,F,F,2,2.54
0,0.698151951,0,0,HDTOP,4,F,B,4,1.18
0,0.698151951,0,0,STNWG,2,F,A,3,3.49
0,0.470910335,0,0,TRUCK,3,F,C,4,1.61
0,0.421629021,0,0,STNWG,2,F,C,4,2.62
0,0.292950034,0,0,STNWG,1,F,F,2,4.58
0,0.470910335,0,0,SEDAN,3,M,A,4,1.5
0,0.470910335,0,0,SEDAN,4,F,D,5,0.37
1,0.421629021,1,553.2399998,SEDAN,3,M,C,6,1.05
0,0.963723477,0,0,STNWG,4,F,D,3,1.83
0,0.470910335,0,0,HBACK,2,F,A,4,1.15
0,0.301163587,0,0,SEDAN,4,M,A,1,1.04
0,0.681724846,0,0,SEDAN,2,F,B,4,1.49
0,0.468172485,0,0,MIBUS,4,F,B,1,1.78
0,0.698151951,0,0,SEDAN,1,M,B,2,1.83
0,0.468172485,0,0,STNWG,3,M,A,3,1.21
0,0.468172485,0,0,SEDAN,2,F,B,4,2.97
0,0.531143053,0,0,PANVN,3,F,B,3,1.37
0,0.531143053,0,0,STNWG,3,F,C,4,1.71
0,0.468172485,0,0,HBACK,2,F,C,3,1.28
0,0.531143053,0,0,STNWG,1,M,E,5,4.73
0,0.396988364,0,0,HBACK,4,M,B,4,0.45
0,0.090349076,0,0,HBACK,3,F,C,2,0.76
0,0.421629021,0,0,MIBUS,3,F,B,5,2.37
0,0.698151951,0,0,HBACK,1,F,D,5,1.3
0,0.090349076,0,0,SEDAN,3,F,C,2,1.71
0,0.468172485,0,0,STNWG,3,F,D,4,1.5
0,0.468172485,0,0,STNWG,4,F,C,4,1.68
0,0.301163587,0,0,SEDAN,2,M,B,2,2.4
0,0.533880904,0,0,STNWG,3,F,C,4,4
0,0.375085558,0,0,SEDAN,3,M,B,3,1.25
0,0.372347707,0,0,UTE,3,F,C,2,1.45
0,0.465434634,0,0,HBACK,3,F,C,4,1
0,0.465434634,0,0,HBACK,3,M,C,6,0.94
0,0.533880904,0,0,STNWG,4,F,F,2,1.97
0,0.194387406,0,0,TRUCK,3,M,B,4,1.83
0,0.465434634,0,0,STNWG,2,M,E,5,3.52
0,0.210814511,0,0,HBACK,4,F,E,3,0.64
0,0.533880904,0,0,STNWG,4,F,E,3,1.86
0,0.03559206,0,0,SEDAN,2,F,C,3,2.17
0,0.533880904,0,0,UTE,4,F,F,3,1.5
0,0.635181383,0,0,STNWG,1,F,B,3,3.399
0,0.465434634,0,0,HBACK,2,F,B,4,1.76
0,0.465434634,0,0,SEDAN,2,M,B,6,1.48
0,0.038329911,0,0,SEDAN,3,M,A,6,1.11
0,0.963723477,0,0,SEDAN,2,M,C,3,1.49
0,0.284736482,0,0,SEDAN,1,F,C,1,2.32
0,0.678986995,0,0,STNWG,3,M,D,1,2.89
0,0.038329911,0,0,STNWG,2,M,D,4,3.26
0,0.295687885,0,0,SEDAN,3,M,A,5,0.93
0,0.27926078,0,0,HBACK,1,F,B,3,1.23
0,0.038329911,0,0,STNWG,4,F,D,3,1.13
0,0.678986995,0,0,HBACK,1,F,A,4,2.098
0,0.03559206,0,0,SEDAN,1,F,B,4,1.87
1,0.908966461,1,4942.509995,SEDAN,2,F,E,4,2.25
1,0.908966461,1,794.7799988,SEDAN,2,M,C,4,2.61
0,0.038329911,0,0,SEDAN,4,M,C,3,0.62
0,0.936344969,0,0,STNWG,4,F,C,4,1.77
0,0.038329911,0,0,HBACK,2,F,C,2,1.35
0,0.908966461,0,0,SEDAN,2,F,B,2,1.89
0,0.999315537,0,0,STNWG,4,M,B,2,0.41
0,0.021902806,0,0,MIBUS,3,F,C,3,2.44
0,0.038329911,0,0,SEDAN,2,F,B,2,1.92
0,0.019164956,0,0,HBACK,1,F,E,5,1.5
1,0.6954141,1,2774.879997,STNWG,3,M,E,3,1.83
1,0.678986995,1,2236.649998,SEDAN,4,M,B,2,1.05
0,0.678986995,0,0,SEDAN,4,F,C,2,0.59
0,0.985626283,0,0,SEDAN,4,M,A,1,0.76
0,0.210814511,0,0,SEDAN,4,F,C,2,0.46
0,0.090349076,0,0,SEDAN,2,F,C,5,1.51
0,0.76659822,0,0,TRUCK,2,M,E,2,3.61
0,0.062970568,0,0,SEDAN,2,F,C,2,1.56
0,0.038329911,0,0,TRUCK,1,M,E,4,2.77
0,0.366872006,0,0,HBACK,4,M,F,2,0.68
0,0.254620123,0,0,SEDAN,3,M,A,5,4.91
0,0.038329911,0,0,HBACK,3,F,A,2,1.11
0,0.678986995,0,0,HBACK,2,F,A,3,1.47
0,0.038329911,0,0,SEDAN,3,F,B,2,1.27
0,0.093086927,0,0,SEDAN,3,M,B,5,0.76
0,0.960985626,0,0,HBACK,1,F,D,3,1.399
0,0.090349076,0,0,SEDAN,2,F,E,2,1.43
0,0.038329911,0,0,HBACK,1,F,C,2,1.4
1,0.960985626,1,717.2399902,HBACK,4,F,C,2,0.72
1,0.936344969,1,394.4299998,HBACK,3,F,B,3,2.18
0,0.062970568,0,0,SEDAN,3,F,A,5,0.93
0,0.087611225,0,0,HBACK,2,M,C,5,1.23
0,0.366872006,0,0,HBACK,4,F,C,4,1.38
0,0.090349076,0,0,SEDAN,4,M,B,2,0.54
0,0.038329911,0,0,UTE,3,M,B,1,2.19
0,0.038329911,0,0,HBACK,1,F,C,4,1.75
0,0.180698152,0,0,UTE,2,F,C,5,1.89
0,0.180698152,0,0,STNWG,4,F,D,2,1.45
0,0.399726215,0,0,UTE,4,F,F,3,0.88
0,0.062970568,0,0,HBACK,2,F,B,2,1.57
0,0.982888433,0,0,SEDAN,1,F,B,2,2.62
0,0.720054757,0,0,STNWG,3,M,A,3,2.75
0,0.153319644,0,0,COUPE,3,F,B,5,1.11
0,0.936344969,0,0,SEDAN,3,M,C,3,1.34
0,0.845995893,0,0,TRUCK,2,M,E,4,2.86
0,0.079397673,0,0,HBACK,1,M,A,4,1.79
0,0.459958932,0,0,UTE,4,M,F,3,2.06
0,0.936344969,0,0,TRUCK,2,F,D,2,2.6
0,0.706365503,0,0,SEDAN,4,F,B,2,0.37
0,0.435318275,0,0,STNWG,2,F,A,3,2.66
0,0.908966461,0,0,MIBUS,2,M,B,2,2.56
0,0.03559206,0,0,HBACK,1,M,A,1,1.82
0,0.407939767,0,0,UTE,2,M,C,3,1.76
0,0.396988364,0,0,UTE,2,M,B,2,3.16
0,0.824093087,0,0,HBACK,2,F,B,3,1.57
0,0.090349076,0,0,SEDAN,4,F,C,2,0.35
1,0.785763176,1,200,HBACK,3,F,A,4,1
0,0.517453799,0,0,HBACK,3,F,A,4,0.85
0,0.936344969,0,0,HBACK,1,M,B,4,1.44
0,0.161533196,0,0,STNWG,3,M,E,6,3.93
0,0.030116359,0,0,SEDAN,3,M,A,5,0.79
0,0.090349076,0,0,SEDAN,4,F,A,5,0.35
0,0.057494867,0,0,SEDAN,1,F,F,1,1.7
0,0.03559206,0,0,HBACK,3,F,C,4,0.77
0,0.169746749,0,0,HBACK,3,F,C,2,1.94
0,0.837782341,0,0,SEDAN,3,M,E,4,1.52
1,0.010951403,1,4974.809998,SEDAN,4,F,E,5,0.74
0,0.093086927,0,0,HBACK,3,M,C,3,0.83
0,0.908966461,0,0,HBACK,1,M,A,3,1.97
0,0.03559206,0,0,SEDAN,1,F,A,5,2.58
0,0.090349076,0,0,SEDAN,3,F,A,2,1.05
0,0.03559206,0,0,HDTOP,3,M,D,2,1.93
0,0.254620123,0,0,SEDAN,2,M,C,5,1.67
0,0.936344969,0,0,UTE,4,M,A,2,0.8
0,0.062970568,0,0,SEDAN,2,F,A,5,2.17
0,0.837782341,0,0,STNWG,3,F,E,5,2.2
0,0.295687885,0,0,SEDAN,3,F,F,2,1.03
0,0.265571526,0,0,HBACK,1,M,C,6,1.42
0,0.087611225,0,0,STNWG,1,M,C,4,5.199
0,0.03559206,0,0,STNWG,4,M,C,2,1.18
0,0.837782341,0,0,SEDAN,3,M,F,4,1.6
0,0.837782341,0,0,SEDAN,2,F,A,5,1.86
0,0.837782341,0,0,STNWG,2,F,D,6,2.5
0,0.837782341,0,0,TRUCK,3,M,A,4,1.18
1,0.054757016,1,200,HBACK,4,F,C,2,0.31
0,0.060232717,0,0,SEDAN,1,M,C,5,1.82
0,0.095824778,0,0,HBACK,2,F,C,4,1.65
0,0.845995893,0,0,HDTOP,2,F,E,5,2.32
0,0.963723477,0,0,HBACK,3,F,B,2,0.97
0,0.501026694,0,0,HBACK,2,M,C,3,1.38
0,0.090349076,0,0,SEDAN,2,F,A,5,1.86
1,0.59137577,1,379.1499996,UTE,3,M,C,1,1.44
0,0.03559206,0,0,SEDAN,1,M,A,2,1.75
0,0.845995893,0,0,SEDAN,3,F,E,3,0.96
0,0.057494867,0,0,SEDAN,3,M,B,3,0.99
0,0.837782341,0,0,STNWG,3,F,D,6,2.2
0,0.27926078,0,0,HBACK,2,M,B,4,1.29
0,0.062970568,0,0,HBACK,3,F,A,4,0.91
0,0.153319644,0,0,UTE,2,F,B,4,3.1
0,0.6954141,0,0,MIBUS,3,F,A,4,2.84
0,0.295687885,0,0,STNWG,2,F,A,3,2.72
0,0.692676249,0,0,HBACK,1,M,C,2,1.52
0,0.295687885,0,0,HBACK,4,F,D,4,0.7
0,0.465434634,0,0,SEDAN,4,M,C,3,1.09
0,0.134154689,0,0,COUPE,3,F,E,4,1.11
1,0.191649555,1,200,SEDAN,3,F,C,5,1.03
0,0.405201917,0,0,HBACK,2,F,B,4,1.14
0,0.366872006,0,0,STNWG,3,M,C,2,3.22
0,0.692676249,0,0,HBACK,3,F,B,2,1.5
0,0.407939767,0,0,HBACK,1,M,A,3,1.86
0,0.161533196,0,0,STNWG,2,F,A,3,2.75
0,0.377823409,0,0,HBACK,4,F,C,4,0.34
0,0.6954141,0,0,HBACK,3,M,D,4,1.36
0,0.287474333,0,0,HBACK,4,M,A,4,0.43
0,0.632443532,0,0,STNWG,4,M,F,5,2.35
0,0.83504449,0,0,HBACK,4,F,B,2,0.54
0,0.295687885,0,0,SEDAN,2,F,C,3,1.71
1,0.295687885,1,200,SEDAN,2,M,C,6,2.11
0,0.364134155,0,0,SEDAN,2,F,A,2,1.65
0,0.481861739,0,0,HBACK,3,F,B,4,0.86
0,0.292950034,0,0,HBACK,1,M,A,2,1.99
0,0.481861739,0,0,SEDAN,3,M,A,6,1.13
0,0.303901437,0,0,HBACK,4,M,A,4,1.15
0,0.6954141,0,0,SEDAN,2,F,A,3,1.8
0,0.407939767,0,0,STNWG,2,M,A,5,4.14
0,0.676249144,0,0,SEDAN,1,F,C,4,2.234
0,0.284736482,0,0,HDTOP,4,M,D,2,1.67
0,0.402464066,0,0,UTE,3,F,A,4,2.31
0,0.366872006,0,0,SEDAN,3,M,A,4,1.78
0,0.6954141,0,0,SEDAN,4,F,D,2,0.82
0,0.407939767,0,0,UTE,2,M,B,4,1.87
0,0.728268309,0,0,UTE,2,M,E,2,3.02
0,0.20807666,0,0,STNWG,2,F,C,2,3.36
0,0.646132786,0,0,STNWG,2,M,B,1,1.67
0,0.635181383,0,0,UTE,2,M,F,2,2.69
0,0.676249144,0,0,STNWG,2,M,D,4,3.51
0,0.364134155,0,0,HBACK,2,F,D,1,1
0,0.481861739,0,0,UTE,4,M,E,4,0.99
0,0.303901437,0,0,UTE,2,F,E,2,3.45
0,0.59137577,0,0,SEDAN,2,F,F,2,1.75
0,0.295687885,0,0,HBACK,2,F,C,1,1.41
0,0.6954141,0,0,HBACK,1,F,C,5,1.39
0,0.295687885,0,0,STNWG,3,M,B,5,2.78
0,0.407939767,0,0,HBACK,4,M,C,2,0.65
0,0.229979466,0,0,STNWG,1,F,D,2,2.92
0,0.087611225,0,0,HBACK,3,F,B,1,0.91
0,0.407939767,0,0,MIBUS,4,M,C,4,1.01
0,0.295687885,0,0,TRUCK,3,M,C,1,2.12
0,0.290212183,0,0,SEDAN,1,M,E,2,1.71
0,0.407939767,0,0,HBACK,3,F,B,4,1.04
0,0.295687885,0,0,SEDAN,4,F,B,1,0.69
0,0.34770705,0,0,STNWG,4,F,D,4,1.91
0,0.290212183,0,0,HBACK,1,F,F,4,1.61
0,0.854209446,0,0,SEDAN,3,F,B,2,1.34
1,0.632443532,1,890.4499989,HBACK,4,M,A,2,0.85
0,0.084873374,0,0,UTE,4,F,A,3,0.45
0,0.407939767,0,0,HBACK,4,F,A,4,0.41
0,0.676249144,0,0,HBACK,1,F,B,3,1.6143
0,0.676249144,0,0,HBACK,3,F,B,1,0.76
0,0.295687885,0,0,HBACK,1,F,A,4,1.4
0,0.405201917,0,0,HBACK,1,F,A,4,1.86
1,0.407939767,1,200,SEDAN,2,F,C,2,1.71
0,0.399726215,0,0,SEDAN,4,F,B,5,1
0,0.303901437,0,0,UTE,2,M,E,6,1.74
0,0.6954141,0,0,HBACK,2,F,D,4,1.22
0,0.676249144,0,0,HBACK,1,F,B,4,1.7643
0,0.407939767,0,0,HBACK,3,F,A,3,0.78
0,0.366872006,0,0,UTE,1,M,E,3,3.37
0,0.295687885,0,0,STNWG,3,F,D,4,1.7
0,0.676249144,0,0,PANVN,4,M,A,4,0.37
0,0.407939767,0,0,HBACK,2,F,B,2,1.14
0,0.632443532,0,0,SEDAN,3,F,A,2,1.53
0,0.780287474,0,0,HBACK,1,F,E,2,1.98
0,0.060232717,0,0,SEDAN,1,F,A,4,2.9
0,0.057494867,0,0,HBACK,2,F,B,2,1.4
0,0.689938398,0,0,SEDAN,3,M,C,3,1.42
0,0.366872006,0,0,HBACK,3,F,C,5,1
0,0.295687885,0,0,SEDAN,4,F,B,1,0.37
0,0.402464066,0,0,STNWG,2,M,C,2,2.99
0,0.262833676,0,0,STNWG,3,M,D,3,4.26
0,0.747433265,0,0,HBACK,2,F,C,3,1.04
0,0.010951403,0,0,SEDAN,4,F,B,3,0.72
0,0.364134155,0,0,HBACK,1,F,A,1,1.37
0,0.59137577,0,0,STNWG,4,F,F,1,1.38
0,0.153319644,0,0,SEDAN,1,M,B,2,3.2
0,0.845995893,0,0,TRUCK,4,M,E,5,1.11
0,0.164271047,0,0,HBACK,2,F,B,2,1.86
0,0.837782341,0,0,HBACK,2,F,B,5,1.39
0,0.295687885,0,0,UTE,1,F,F,2,3.63
0,0.295687885,0,0,HBACK,3,F,B,2,1.02
0,0.153319644,0,0,SEDAN,3,F,C,5,1.1
1,0.6954141,1,950.869997,STNWG,2,M,E,1,4
0,0.676249144,0,0,SEDAN,1,F,D,5,2.29
0,0.295687885,0,0,STNWG,4,M,C,5,1.28
0,0.676249144,0,0,HBACK,3,F,C,1,1.28
1,0.999315537,2,582.6899997,HBACK,1,F,A,3,1.399
0,0.407939767,0,0,MIBUS,4,F,C,1,0.88
0,0.366872006,0,0,SEDAN,1,F,A,6,2.66
0,0.676249144,0,0,SEDAN,2,M,C,6,2.3
0,0.150581793,0,0,STNWG,2,F,B,3,3.3
0,0.676249144,0,0,STNWG,1,F,C,3,4.21
0,0.6954141,0,0,STNWG,4,M,E,3,1.28
0,0.388774812,0,0,HBACK,3,M,A,3,0.91
0,0.095824778,0,0,STNWG,4,M,C,3,1.19
0,0.59137577,0,0,SEDAN,3,M,B,3,1.22
0,0.098562628,0,0,STNWG,1,F,E,2,4.86
0,0.295687885,0,0,STNWG,1,M,D,4,3.1
0,0.364134155,0,0,HBACK,4,F,A,1,0.54
0,0.295687885,0,0,SEDAN,2,F,C,4,1.63
0,0.153319644,0,0,SEDAN,3,M,D,4,0.81
0,0.407939767,0,0,HBACK,2,F,B,2,1.34
0,0.153319644,0,0,HBACK,2,F,C,6,1.11
0,0.161533196,0,0,STNWG,2,F,A,3,3.11
0,0.295687885,0,0,TRUCK,4,M,F,2,1.65
0,0.481861739,0,0,HBACK,2,F,C,1,1.76
0,0.295687885,0,0,SEDAN,2,M,A,4,2.56
0,0.34770705,0,0,UTE,1,F,D,3,4.349
0,0.366872006,0,0,SEDAN,2,F,E,1,1.94
0,0.536618754,0,0,SEDAN,4,F,B,2,0.52
0,0.287474333,0,0,TRUCK,1,M,B,4,4.72
0,0.462696783,0,0,SEDAN,4,F,D,4,0.7
0,0.462696783,0,0,SEDAN,4,M,B,6,0.65
0,0.462696783,0,0,SEDAN,3,F,E,4,1.14
0,0.462696783,0,0,STNWG,4,M,D,6,1.67
0,0.462696783,0,0,HBACK,4,F,A,5,0.38
0,0.536618754,0,0,HBACK,2,M,D,5,1.3
0,0.462696783,0,0,HBACK,2,F,A,6,1.45
0,0.462696783,0,0,HBACK,1,F,B,4,1.94
0,0.462696783,0,0,SEDAN,2,M,C,5,1.66
0,0.462696783,0,0,STNWG,2,M,D,6,4.03
0,0.462696783,0,0,HBACK,4,M,C,3,0.65
0,0.292950034,0,0,HBACK,2,F,C,5,1.74
0,0.999315537,0,0,SEDAN,2,F,B,6,1.41
0,0.462696783,0,0,SEDAN,4,F,B,4,1.17
0,0.462696783,0,0,STNWG,3,M,D,6,2.87
0,0.366872006,0,0,SEDAN,1,M,C,2,1.69
0,0.306639288,0,0,SEDAN,4,M,B,3,0.39
0,0.536618754,0,0,HBACK,4,M,C,4,0.68
1,0.481861739,2,400,SEDAN,4,M,C,4,0.65
0,0.462696783,0,0,SEDAN,3,F,B,5,1.14
0,0.536618754,0,0,SEDAN,2,M,A,6,1.72
0,0.229979466,0,0,SEDAN,3,M,C,1,1.44
0,0.295687885,0,0,HBACK,3,F,C,5,0.75
0,0.462696783,0,0,UTE,3,M,D,5,0.85
0,0.366872006,0,0,SEDAN,1,F,B,4,1.93
0,0.462696783,0,0,HBACK,1,F,C,4,1.37
1,0.596851472,1,200,UTE,1,M,B,3,4.349
0,0.462696783,0,0,TRUCK,4,M,B,5,0.4
0,0.295687885,0,0,HBACK,3,F,A,1,0.77
0,0.462696783,0,0,TRUCK,2,F,B,4,1.4
0,0.462696783,0,0,HBACK,1,F,C,6,1.86
0,0.462696783,0,0,STNWG,1,M,C,5,3.08
0,0.462696783,0,0,SEDAN,2,F,C,2,1.57
0,0.676249144,0,0,HBACK,1,M,A,4,1.428
0,0.462696783,0,0,HBACK,4,F,A,6,0.77
0,0.295687885,0,0,STNWG,1,F,E,6,2.95
0,0.536618754,0,0,SEDAN,3,M,E,4,1.24
0,0.676249144,0,0,HBACK,1,F,B,3,1.83
0,0.462696783,0,0,SEDAN,2,F,C,6,1.76
0,0.295687885,0,0,HBACK,1,F,C,3,1.48
0,0.536618754,0,0,STNWG,2,M,B,5,2.75
0,0.462696783,0,0,HBACK,3,F,B,5,0.91
0,0.462696783,0,0,SEDAN,4,F,E,6,0.66
0,0.536618754,0,0,STNWG,2,M,C,5,3.25
0,0.845995893,0,0,HBACK,3,M,D,3,0.8
0,0.462696783,0,0,STNWG,4,F,D,4,0.61
0,0.462696783,0,0,SEDAN,1,F,B,5,2.38
0,0.536618754,0,0,UTE,2,M,B,3,3.04
0,0.6954141,0,0,HBACK,1,F,A,3,1.37
0,0.292950034,0,0,SEDAN,2,M,C,2,1.82
0,0.462696783,0,0,HDTOP,3,M,C,2,1.6
0,0.295687885,0,0,STNWG,3,F,C,1,2.92
0,0.303901437,0,0,HBACK,2,F,C,3,1.17
0,0.462696783,0,0,HBACK,4,F,A,4,0.41
0,0.462696783,0,0,STNWG,2,M,E,5,3.3
0,0.536618754,0,0,HBACK,1,F,A,2,1.549
0,0.462696783,0,0,SEDAN,1,F,B,1,1.96
0,0.462696783,0,0,SEDAN,4,F,B,3,0.95
1,0.966461328,1,1317.439999,UTE,1,M,B,5,3.162
0,0.407939767,0,0,HBACK,4,M,C,1,0.37
0,0.462696783,0,0,SEDAN,3,F,B,3,0.78
